id,title,description,price,images,links,category,metadata
-8601669,,...,Price not found,[],[],Lainnya,"{'url': 'https://shopee.co.id/search?keyword=vga%20rtx%203060&trackingId=searchhint-1754912625-70379fab-76a8-11f0-9e25-0abcaf5d2ba5', 'extracted_at': '2025-08-12 19:49:15', 'word_count': 0}"
