id,title,description,price,images,links,category,metadata
-8601669,Login sekarang untuk mulai berbelanja! | Shopee Indonesia,Login sekarang untuk menemukan berbagai promo terbaik dan harga paling terjangkau di Shopee Indonesia!...,Price not found,"[{'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasg-m3elfigsva7j31', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rask-m3elfkyp7rvyc9', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasi-m3elfnywtdgv0b', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasa-m3elfqc3cpsg90', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasc-m3elfssvqtqn58', 'alt': 'logo', 'title': ''}]","[{'url': 'https://shopee.co.id/', 'text': '', 'title': ''}, {'url': 'https://help.shopee.co.id/s', 'text': 'Butuh bantuan?', 'title': ''}, {'url': 'https://shopee.co.id/buyer/login/qr?next=https%3A%2F%2Fshopee.co.id%2Fsearch%3Fkeyword%3Dvga%2520rtx%25203060%26trackingId%3Dsearchhint-1754912625-70379fab-76a8-11f0-9e25-0abcaf5d2ba5', 'text': '', 'title': ''}, {'url': 'https://shopee.co.id/buyer/reset?scenario=7', 'text': 'Lupa Password', 'title': ''}, {'url': 'https://shopee.co.id/buyer/signup?fu_tracking_id=3397601ba3a-bd9f-41b7-80d4-fa4cd7308bd9&next=https%3A%2F%2Fshopee.co.id%2Fsearch%3Fkeyword%3Dvga%2520rtx%25203060%26trackingId%3Dsearchhint-1754912625-70379fab-76a8-11f0-9e25-0abcaf5d2ba5', 'text': 'Daftar', 'title': ''}, {'url': 'https://help.shopee.co.id/s', 'text': 'Bantuan', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/21-Pembayaran/388-Metode-Pembayaran?page=1', 'text': 'Metode Pembayaran', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/21-Pembayaran/389-ShopeePay?page=1', 'text': 'ShopeePay', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/21-Pembayaran/392-Koin-Shopee?page=1', 'text': 'Koin Shopee', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/15-Pesanan-Pengiriman/394-Pesanan?page=1', 'text': 'Lacak Pesanan Pembeli', 'title': ''}]",Lainnya,"{'url': 'https://shopee.co.id/search?keyword=vga%20rtx%203060&trackingId=searchhint-1754912625-70379fab-76a8-11f0-9e25-0abcaf5d2ba5', 'extracted_at': '2025-08-12 18:16:28', 'word_count': 0}"
