id,title,description,content,price,images,links,category,metadata
-8556885,Login sekarang untuk mulai berbelanja! | Shopee Indonesia,Login sekarang untuk menemukan berbagai promo terbaik dan harga paling terjangkau di Shopee Indonesia!...,...,Price not found,"[{'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasg-m3elfigsva7j31', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rask-m3elfkyp7rvyc9', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasi-m3elfnywtdgv0b', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasa-m3elfqc3cpsg90', 'alt': 'logo', 'title': ''}, {'url': 'https://down-id.img.susercontent.com/file/id-11134258-7rasc-m3elfssvqtqn58', 'alt': 'logo', 'title': ''}]","[{'url': 'https://shopee.co.id/', 'text': '', 'title': ''}, {'url': 'https://help.shopee.co.id/s', 'text': 'Butuh bantuan?', 'title': ''}, {'url': 'https://shopee.co.id/buyer/login/qr?next=https%3A%2F%2Fshopee.co.id%2Fsearch%3Fkeyword%3Dvga', 'text': '', 'title': ''}, {'url': 'https://shopee.co.id/buyer/reset?scenario=7', 'text': 'Lupa Password', 'title': ''}, {'url': 'https://shopee.co.id/buyer/signup?fu_tracking_id=691e4c1f32f-58fa-4fbb-9313-b3ec9010a3c9&next=https%3A%2F%2Fshopee.co.id%2Fsearch%3Fkeyword%3Dvga', 'text': 'Daftar', 'title': ''}, {'url': 'https://help.shopee.co.id/s', 'text': 'Bantuan', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/21-Pembayaran/388-Metode-Pembayaran?page=1', 'text': 'Metode Pembayaran', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/21-Pembayaran/389-ShopeePay?page=1', 'text': 'ShopeePay', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/21-Pembayaran/392-Koin-Shopee?page=1', 'text': 'Koin Shopee', 'title': ''}, {'url': 'https://help.shopee.co.id/portal/category/15-Pesanan-Pengiriman/394-Pesanan?page=1', 'text': 'Lacak Pesanan Pembeli', 'title': ''}]",Lainnya,"{'url': 'https://shopee.co.id/search?keyword=vga', 'extracted_at': '2025-08-13 22:51:39', 'word_count': 0, 'image_count': 44, 'link_count': 47}"
